,hotel_name,rating,room_description,price,location_descirption,hotel_link,long_description
982,Circus Maximus B&B,8.4,"Standard Double Room
Beds: 1 double or 2 singles
Breakfast included
Only 2 rooms left at this price on our site",€ 861,"Aventino, RomeShow on map1.6 km from centreMetro access",https://www.booking.com/hotel/it/circus-maximus-b-amp-b.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=982&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706660091&all_sr_blocks=106108705_88475382_2_1_0&highlighted_blocks=106108705_88475382_2_1_0&matching_block_id=106108705_88475382_2_1_0&sr_pri_blocks=106108705_88475382_2_1_0__86094&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Circus Maximus B&B! To save at this property, all you have to do issign in.Offering free WiFi, the family-run Circus Maximus B&B is 300 metres from the Circus Maximus and 200 metres from the FAO headquarters in Rome. It features air-conditioned rooms and offers sweet pre-packaged products for breakfast, that has to be made by the guests in their rooms.

These rooms come with a flat-screen TV and a private bathroom with hairdryer and free toiletries.

B&B Circus Maximus is 250 metres from the Circo Massimo Metro Station. The Coliseum is a 15-minute walk away."
983,Il rifugio di sav.,8.5,"One-Bedroom Apartment
Entire apartment • 1 bedroom • 1 bathroom • 10m²
1 large double bed
Only 1 left at this price on our site",€ 450,"San Giovanni, RomeShow on map3.5 km from centreMetro access",https://www.booking.com/hotel/it/il-rifugio-di-sav.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=983&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706660091&all_sr_blocks=450388902_136157814_0_0_0&highlighted_blocks=450388902_136157814_0_0_0&matching_block_id=450388902_136157814_0_0_0&sr_pri_blocks=450388902_136157814_0_0_0__45000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Located in Rome, 400 metres from Ponte Lungo Metro Station and 1.5 km from San Giovanni Metro Station, Il rifugio di sav. Offers a terrace and air conditioning. Among the facilities at this property are a minimarket and bicycle parking, along with free WiFi throughout the property. The property is non-smoking and is situated 2.1 km from Porta Maggiore.

This apartment with garden views features parquet floors, 1 bedroom and 1 bathroom with a shower and bathrobes. Towels and bed linen are provided in the apartment. For added privacy, the accommodation features a private entrance.

Vittorio Emanuele Metro Station is 2.8 km from the apartment, while Coliseum is 3.5 km away. The nearest airport is Rome Ciampino Airport, 11 km from Il rifugio di sav.."
984,Elysium Suites collection,8.4,"Standard Double Room
1 double bed
Breakfast included
Only 1 room left at this price on our site","€ 1,498","Spagna, RomeShow on map1.2 km from centreMetro access",https://www.booking.com/hotel/it/the-suite-babuino-119.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=984&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706660091&all_sr_blocks=393039001_264851309_0_1_0&highlighted_blocks=393039001_264851309_0_1_0&matching_block_id=393039001_264851309_0_1_0&sr_pri_blocks=393039001_264851309_0_1_0__149801&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Elysium Suites collection! To save at this property, all you have to do issign in.Set in Rome, 1.2 km from Villa Borghese, Elysium Suites collection offers accommodation with a bar and private parking. Among the facilities at this property are a 24-hour front desk and room service, along with free WiFi throughout the property. The property is 600 metres from Piazza del Popolo, and within less than 1 km of the city centre.

The units at the bed and breakfast come with a seating area, a flat-screen TV with streaming services and a private bathroom with slippers and a shower. Some units are air conditioned and include a dressing room. At the bed and breakfast, the units are fitted with bed linen and towels.

Popular points of interest near the bed and breakfast include Trevi Fountain, Spagna Metro Station and Flaminio Metro Station. The nearest airport is Rome Ciampino, 18 km from Elysium Suites collection, and the property offers a paid airport shuttle service."
985,Enjoy your stay - Vatican Apt,8.7,"Deluxe Four-Bedroom Apartment
Entire apartment • 4 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 187m²
7 beds (3 sofa beds, 4 large doubles)
Free cancellation
Only 1 left at this price on our site","€ 3,232","Vaticano Prati, RomeShow on map2.1 km from centre",https://www.booking.com/hotel/it/enjoy-your-stay-vatican-apt.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=985&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706660091&all_sr_blocks=133199304_351504045_3_0_0&highlighted_blocks=133199304_351504045_3_0_0&matching_block_id=133199304_351504045_3_0_0&sr_pri_blocks=133199304_351504045_3_0_0__323155&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Centrally located on one of Rome shopping streets, Enjoy your stay - Vatican Apt offers air-conditioned accommodation featuring free WiFi. St Peter's Square is 900 metres from the property.

The apartment is equipped with a kitchen, dining area and a private bathroom with a hairdryer. In the living space composed of parquet or marble floors, guests can enjoy a flat-screen TV. Bed linen is offered.

Piazza del Popolo is 5 km from the property, while Castel Sant'Angelo is 1.4 km away. The nearest airport is Rome Ciampino Airport, 20 km from Enjoy your stay - Vatican Apt."
986,La tua casa a Piazza del Popolo,9.2,"Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 95m²
4 beds (2 singles, 1 sofa bed, 1 large double)
Free cancellation
Only 1 left at this price on our site","€ 3,369","Spagna, RomeShow on map1.5 km from centreMetro access",https://www.booking.com/hotel/it/la-tua-casa-a-piazza-del-popolo.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=986&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706660091&all_sr_blocks=264599001_339055911_2_0_0&highlighted_blocks=264599001_339055911_2_0_0&matching_block_id=264599001_339055911_2_0_0&sr_pri_blocks=264599001_339055911_2_0_0__336943&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at La tua casa a Piazza del Popolo! To save at this property, all you have to do issign in.Located in Rome, 1.3 km from Lepanto Metro Station, 1.2 km from Villa Borghese and 1.2 km from Trevi Fountain, La tua casa a Piazza del Popolo provides accommodation with a terrace and free WiFi. This apartment features accommodation with a balcony. The property is 1.2 km from the city centre and 300 metres from Piazza del Popolo.

The air-conditioned apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with an oven and a coffee machine, and 2 bathrooms with a walk-in shower and a hair dryer. Towels and bed linen are provided in the apartment. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Spagna Metro Station, Flaminio Metro Station and Spanish Steps. The nearest airport is Rome Ciampino, 18 km from La tua casa a Piazza del Popolo, and the property offers a paid airport shuttle service."
987,Casa Pace by Burghesius,9.7,"Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 120m²
3 beds (2 singles, 1 large double)
Free cancellation
Only 1 left at this price on our site","€ 4,601","Navona, RomeShow on map1.1 km from centre",https://www.booking.com/hotel/it/vicolo-della-pace-by-burghesius.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=987&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706660091&all_sr_blocks=934310401_365695529_4_0_0&highlighted_blocks=934310401_365695529_4_0_0&matching_block_id=934310401_365695529_4_0_0&sr_pri_blocks=934310401_365695529_4_0_0__460100&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Situated in Rome, 200 metres from Piazza Navona and less than 1 km from Largo di Torre Argentina, Casa Pace by Burghesius features spacious air-conditioned accommodation with a balcony and free WiFi. It is set 700 metres from Pantheon and offers a concierge service. The property is less than 1 km from the city centre and a 11-minute walk from Castel Sant'Angelo.

The 2-bedroom apartment features a living room with a flat-screen TV, a fully equipped kitchen with a dishwasher and an oven, and 2 bathrooms with a hair dryer. Towels and bed linen are available in the apartment. For added privacy, the accommodation features a private entrance.

Popular points of interest near the apartment include Campo de' Fiori, Trevi Fountain and Palazzo Venezia. The nearest airport is Rome Ciampino, 16 km from Casa Pace by Burghesius, and the property offers a paid airport shuttle service."
988,Stazione Vaticana 5 Apartment,9.6,"Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 2 bathrooms • 1 kitchen • 100m²
6 beds (3 singles, 3 large doubles)
Free cancellation
Only 1 left at this price on our site","€ 4,109","Vaticano Prati, RomeShow on map2.5 km from centre",https://www.booking.com/hotel/it/vatican-view-apartment.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=988&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706660091&all_sr_blocks=153557501_190260505_5_0_0&highlighted_blocks=153557501_190260505_5_0_0&matching_block_id=153557501_190260505_5_0_0&sr_pri_blocks=153557501_190260505_5_0_0__410920&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Stazione Vaticana 5 Apartment! To save at this property, all you have to do issign in.Set in Rome, this apartment features free WiFi. The unit is 300 metres from St. Peter's Basilica.

The kitchen is equipped with an oven, a microwave and a refrigerator, as well as a coffee machine and a kettle. Towels and bed linen are offered in this apartment.

The Vatican is 400 metres from Vatican View Apartment. The nearest airport is Rome Ciampino Airport, 16 km from Vatican View Apartment."
989,Angel Spagna Suite,8.0,"Deluxe Double Room
1 large double bed
Only 2 rooms left at this price on our site","€ 1,172","Spagna, RomeShow on map1 km from centreMetro access",https://www.booking.com/hotel/it/maison-angel.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=989&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706660091&all_sr_blocks=196219205_93656706_2_0_0&highlighted_blocks=196219205_93656706_2_0_0&matching_block_id=196219205_93656706_2_0_0&sr_pri_blocks=196219205_93656706_2_0_0__117246&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Angel Spagna Suite! To save at this property, all you have to do issign in.Offering city views, Angel Spagna Suite is an accommodation situated in Rome, 600 metres from Barberini Metro Station and 600 metres from Piazza Barberini. Among the facilities at this property are a lift and a housekeeping service, along with free WiFi throughout the property. The property is 800 metres from the city centre and 200 metres from Spanish Steps.

The guest house will provide guests with air-conditioned units offering a wardrobe, a safety deposit box, a flat-screen TV and a private bathroom with a walk-in shower. At the guest house, units are fitted with bed linen and towels.

A car rental service is available at the guest house.

Popular points of interest near Angel Spagna Suite include Trevi Fountain, Quirinal Hill and Spagna Metro Station. The nearest airport is Rome Ciampino, 15 km from the accommodation, and the property offers a paid airport shuttle service."
990,A World Aparts - 23 Artisti,8.2,"Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen • 100m²
4 beds (2 doubles, 2 sofa beds)
Free cancellation
No prepayment needed – pay at the property
Only 1 left at this price on our site","€ 3,334","Via Veneto, RomeShow on map1.1 km from centreMetro access",https://www.booking.com/hotel/it/a-world-aparts-23-artisti.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=990&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706660091&all_sr_blocks=509047901_332195868_4_0_0&highlighted_blocks=509047901_332195868_4_0_0&matching_block_id=509047901_332195868_4_0_0&sr_pri_blocks=509047901_332195868_4_0_0__333400&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at A World Aparts - 23 Artisti! To save at this property, all you have to do issign in.A World Aparts - 23 Artisti is located in the Via Veneto district of Rome, 200 metres from Piazza Barberini, 300 metres from Spanish Steps and 400 metres from Piazza di Spagna. Guests staying at this apartment have access to a fully equipped kitchen.

The property includes a living room with a flat-screen TV. The property also has 2 bathrooms equipped with a bidet.

Via Condotti is 500 metres from the apartment, while Trevi Fountain is 500 metres from the property. Rome Ciampino Airport is 15 km away."
991,The Regal Suite,7.3,"Deluxe Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 50m²
2 beds (1 sofa bed, 1 large double)
Free cancellation
No prepayment needed – pay at the property
Only 1 left at this price on our site","€ 2,039","Rione Monti, RomeShow on map0.9 km from centreMetro access",https://www.booking.com/hotel/it/the-regal-suite.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=991&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706660091&all_sr_blocks=289160801_332196821_2_0_0&highlighted_blocks=289160801_332196821_2_0_0&matching_block_id=289160801_332196821_2_0_0&sr_pri_blocks=289160801_332196821_2_0_0__203900&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at The Regal Suite! To save at this property, all you have to do issign in.Set in the centre of Rome, 500 metres from Quirinal Hill and less than 1 km from Santa Maria Maggiore, The Regal Suite offers free WiFi and air conditioning. It is situated 600 metres from Piazza Barberini and offers a lift. The property is non-smoking and is located 600 metres from Barberini Metro Station.

This apartment includes 1 bedroom, a living room and a flat-screen TV, an equipped kitchenette with a dining area, and 1 bathroom with a bidet. Towels and bed linen are featured in the apartment. At the apartment, there is a dressing room for guests to change in.

Popular points of interest near The Regal Suite include Cavour Metro Station, Repubblica - Teatro dell'Opera Metro Station and Rome Termini Metro Station. The nearest airport is Rome Ciampino, 14 km from the accommodation, and the property offers a paid airport shuttle service."
992,Sweet Arco Farnese,8.7,"Apartment
Entire apartment • 1 bedroom • 1 living room • 1 bathroom • 1 kitchen • 60m²
2 beds (1 sofa bed, 1 large double)
Only 2 left at this price on our site","€ 1,406","Navona, RomeShow on map1.1 km from centre",https://www.booking.com/hotel/it/sweet-arco-farnese.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=992&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706660091&all_sr_blocks=608398202_238322693_2_0_0&highlighted_blocks=608398202_238322693_2_0_0&matching_block_id=608398202_238322693_2_0_0&sr_pri_blocks=608398202_238322693_2_0_0__140585&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Sweet Arco Farnese! To save at this property, all you have to do issign in.Sweet Arco Farnese provides accommodation within 1 km of the centre of Rome, with free WiFi, and a kitchen with an oven, a microwave and a fridge. Popular points of interest nearby include Castel Sant'Angelo, Pantheon and Palazzo Venezia. The apartment has private entrance.

At the apartment complex, each unit is equipped with a desk, a flat-screen TV, a private bathroom, bed linen and towels. All units are air conditioned and include a seating and/or dining area. The units will provide guests with a wardrobe and a coffee machine.

Popular points of interest near the apartment include Campo de' Fiori, Largo di Torre Argentina and Piazza Navona. The nearest airport is Rome Ciampino Airport, 17 km from Sweet Arco Farnese."
993,YourStay@Rome Coliseum,7.8,"Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 85m²
3 beds (1 sofa bed, 2 large doubles)
Free cancellation
Only 1 left at this price on our site","€ 1,827","Central Station, RomeShow on map2.2 km from centreMetro access",https://www.booking.com/hotel/it/san-giovanni-laterano.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=993&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706660091&all_sr_blocks=158032801_205136164_6_0_0&highlighted_blocks=158032801_205136164_6_0_0&matching_block_id=158032801_205136164_6_0_0&sr_pri_blocks=158032801_205136164_6_0_0__182700&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at YourStay@Rome Coliseum! To save at this property, all you have to do issign in.Set in Rome, less than 1 km from Vittorio Emanuele Metro Station and a 7-minute walk from San Giovanni Metro Station, YourStay@Rome Coliseum offers air conditioning. Among the facilities at this property are a lift and a minimarket, along with free WiFi throughout the property. The property is non-smoking and is located less than 1 km from Porta Maggiore.

The spacious apartment has 2 bedrooms, a flat-screen TV, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 1 bathroom with a bidet. Towels and bed linen are offered in the apartment. The property offers inner courtyard views.

Popular points of interest near the apartment include Ponte Lungo Metro Station, Santa Maria Maggiore and Coliseum. The nearest airport is Rome Ciampino Airport, 13 km from YourStay@Rome Coliseum."
994,iFlat The Monti Experience,9.4,"Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 living room • 2 bathrooms • 100m²
4 beds (1 single, 1 sofa bed, 2 large doubles)
Free cancellation
Only 1 left at this price on our site","€ 3,791","Rione Monti, RomeShow on map0.7 km from centreMetro access",https://www.booking.com/hotel/it/iflat-the-monti-experience.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=994&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706660091&all_sr_blocks=976624001_386799153_6_0_0&highlighted_blocks=976624001_386799153_6_0_0&matching_block_id=976624001_386799153_6_0_0&sr_pri_blocks=976624001_386799153_6_0_0__379067&from=searchresults#hotelTmpl,"Situated right in the heart of Rome, 400 metres from Quirinal Hill, iFlat The Monti Experience features air-conditioned accommodation with free WiFi and a flat-screen TV. Popular points of interest nearby include Piazza Barberini, Cavour Metro Station and Colosseo Metro Station. The property is close to popular attractions like Repubblica - Teatro dell'Opera Metro Station, Trevi Fountain and Roman Forum.

The spacious apartment is composed of 3 bedrooms, a living room, a fully equipped kitchen, and 2 bathrooms. The accommodation is non-smoking.

Popular points of interest near the apartment include Santa Maria Maggiore, Piazza Venezia and Barberini Metro Station. The nearest airport is Rome Ciampino Airport, 14 km from iFlat The Monti Experience."
995,Viale Giulio Cesare Guest House,8.8,"Double Room
1 large double bed
Only 1 room left at this price on our site",€ 972,"Vaticano Prati, RomeShow on map2.6 km from centreMetro access",https://www.booking.com/hotel/it/viale-giulio-cesare-guest-house.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=995&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706660091&all_sr_blocks=273037501_371228889_2_0_0&highlighted_blocks=273037501_371228889_2_0_0&matching_block_id=273037501_371228889_2_0_0&sr_pri_blocks=273037501_371228889_2_0_0__97200&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Viale Giulio Cesare Guest House! To save at this property, all you have to do issign in.Situated 1.2 km from St Peter's Square in Rome, Viale Giulio Cesare Guest House features accommodation with air conditioning and free WiFi.

The guest house offers a flat-screen TV and a private bathroom with a hairdryer, free toiletries and shower.

Castel Sant'Angelo is 1.4 km from the accommodation, while The Vatican is 2.4 km from the property. The nearest airport is Rome Ciampino Airport, 19 km from Viale Giulio Cesare Guest House."
996,Pantheon Magic House,9.4,"Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom • 1 kitchen • 60m²
2 beds (1 bunk bed, 1 large double)
Free cancellation
Only 1 left at this price on our site","€ 3,611","Pantheon, RomeShow on map0.7 km from centre",https://www.booking.com/hotel/it/pantheon-magic-house.en-gb.html?label=gen173nr-1FCAEoggI46AdICVgEaEaIAQGYAQm4ARfIAQ_YAQHoAQH4AQOIAgGoAgO4AsGD5q0GwAIB0gIkNWM5OGQ1NGItOWNhOS00Y2E3LTg5ZjEtNmM5ZDc3ZmNkNzQy2AIF4AIB&sid=a05cc301b29d85d9200aec03df0154c7&aid=304142&ucfs=1&arphpl=1&checkin=2024-05-27&checkout=2024-06-02&dest_id=-126693&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=996&sr_order=popularity&srpvid=227b0161bc5a017f&srepoch=1706660091&all_sr_blocks=985988201_376792903_4_0_0&highlighted_blocks=985988201_376792903_4_0_0&matching_block_id=985988201_376792903_4_0_0&sr_pri_blocks=985988201_376792903_4_0_0__361101&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"You're eligible for a Genius discount at Pantheon Magic House! To save at this property, all you have to do issign in.Located in the centre of Rome, Pantheon Magic House provides accommodation with free WiFi in a historic building. This recently renovated apartment is located 300 metres from Piazza Navona and 800 metres from Largo di Torre Argentina. The accommodation offers airport transfers, while a bicycle rental service is also available.

The air-conditioned apartment consists of 2 bedrooms, a living room, a fully equipped kitchen with an oven and a coffee machine, and 1 bathroom with a bidet and slippers. Towels and bed linen are provided in the apartment. This apartment is allergy-free and non-smoking.

A minimarket is available at the apartment.

Popular points of interest near the apartment include Trevi Fountain, Pantheon and Palazzo Venezia. The nearest airport is Rome Ciampino Airport, 16 km from Pantheon Magic House."
